Os01g0100900	Q52RG7
Os04g0509300	A7LFZ6
Os04g0509600	Q7XQ12
Os04g0510400	A3AVH5
Os04g0511200	Q7FAX1
Os04g0512200	Q7XPZ4
Os04g0513100	Q7XPY7
Os04g0513300	Q7XPY5
Os04g0513400	Q7XSK2
Os04g0513700	Q7XSK1
Os04g0513900	Q7XSK0
Os04g0516200	Q7XRS1
Os04g0517100	Q7XBH4
Os04g0518800	Q0JBP5
Os04g0519700	Q7XKK6
Os04g0521100	Q7XUA6
Os04g0521800	Q7XUA8
Os04g0522500	Q7XP65
Os04g0523500	A3AVP1
Os04g0524300	Q2HWH1
Os04g0524500	Q7XKF4
Os04g0524600	Q5JQD7
Os04g0524900	Q7X660
Os04g0526600	P29421
Os04g0527700	Q7XKI7
Os04g0527900	Q7XKI5
Os04g0530100	Q7X6J9
Os04g0530600	Q7X8R5
Os04g0531100	Q0JBH9
Os04g0532500	Q7F9R9
Os04g0533000	Q7XMK8
Os04g0533500	Q7XMK3
Os04g0533700	Q7XMK1
Os04g0533700	Q7XMK0
Os04g0534600	Q7XU74
Os04g0536300	Q0JBF0
Os04g0537900	Q84LM2
Os04g0538400	B7F138
Os04g0538800	Q7X7H4
Os04g0539000	Q7FB12
Os04g0540300	Q7XR91
Os04g0540900	Q7XR88
Os04g0541700	Q7XUJ5
Os04g0542200	Q7XUJ2
Os04g0542800	Q7XN54
Os04g0543900	Q33E23
Os04g0546500	Q42980
Os04g0548700	Q0JB92
Os04g0549500	Q0JB89
Os04g0549600	Q0JB88
Os04g0550400	Q7XU27
Os04g0550600	Q7XU29
Os04g0550800	Q7XU31
Os04g0551500	Q7XT42
Os04g0552000	Q7XT40
Os04g0552200	Q7XT39
Os04g0552300	Q7FAT5
Os04g0554000	Q7XT34
Os04g0555700	Q7XSN9
Os04g0555900	Q7XSN8
Os04g0556000	A3AWA4
Os04g0559700	Q7XSQ9
Os04g0560200	Q7XSQ7
Os04g0560300	Q7XUR2
Os04g0560400	Q7XUR3
Os04g0560600	Q7XSQ5
Os04g0563700	Q7XSJ6
Os04g0566500	Q7XSA2
Os04g0567800	Q9SXG8
Os04g0568700	Q7XRX3
Os04g0569000	Q7XRX1
Os04g0569100	Q7Y0V9
Os04g0570000	Q7XU38
Os04g0572400	Q8H273
Os04g0573000	Q0JAW2
Os04g0573200	Q7XTY9
Os04g0574500	Q6AWX7
Os04g0576800	Q7XUH5
Os04g0576900	G9LZD7
Os04g0578300	Q7XQ83
Os04g0580700	Q7XUN2
Os04g0581400	Q7F9W2
Os04g0583500	Q7XUD0
Os04g0584300	Q7XUC5
Os04g0584600	Q9FXQ3
Os04g0585200	Q7XP59
Os04g0590900	Q7XLY8
Os04g0597000	Q0JAI9
Os04g0598300	Q0JAI1
Os04g0599300	Q7X8R0
Os04g0600200	O82807
Os04g0600300	O82766
Os04g0600500	Q7XPT0
Os04g0600800	Q7X7S8
Os04g0600900	Q6AWY6
Os04g0602400	Q7XTQ5
Os04g0602900	Q7XSR9
Os04g0604000	Q0JAD9
Os04g0605300	Q7XNY1
Os04g0605500	Q7X8B5
Os04g0606450	Q7X7E9
Os04g0607500	Q7XPF8
Os04g0607600	Q7XPF7
Os04g0608600	Q7XPE8
Os04g0609600	Q0JAA0
Os04g0610700	Q7XPL3
Os04g0610800	Q7XPL2
Os04g0611700	Q0JA83
Os04g0611800	Q0JA82
Os04g0612000	Q0JA81
Os04g0612600	Q9MAX6
Os04g0612700	Q0JA75
Os04g0613000	Q7XLD4
Os04g0613900	Q7XLC6
Os04g0614100	Q84NC2
Os04g0614500	Q7XN12
Os04g0614600	Q7XN11
Os04g0615000	B4XT64
Os04g0615700	Q7XTS4
Os04g0615800	Q7XTS3
Os04g0617900	Q7XSN6
Os04g0618200	Q8H0B6
Os04g0618700	Q0JA29
Os04g0620700	Q7XTT4
Os04g0623300	Q7X809
Os04g0623500	Q7FAS1
Os04g0623600	Q7XPR4
Os04g0623700	O04433
Os04g0624000	Q7XPR1
Os04g0627000	Q0J9X2
Os04g0628100	Q58G87
Os04g0628900	Q0J9W0
Os04g0629400	Q0J9V6
Os04g0629500	Q0J9V5
Os04g0629700	Q0J9V3
Os04g0635900	Q7XQR9
Os04g0637000	A0A0P0WFC8
Os04g0640600	Q7X7H9
Os04g0641700	Q7X742
Os04g0643200	Q7X8Z8
Os04g0644700	P0C541
Os04g0646100	Q94DE2
Os04g0648700	Q0J9J6
Os04g0648800	Q7XTV7
Os04g0649100	A0A0N7KJT8
Os04g0649400	Q7XTV3
Os04g0650000	P25776
Os04g0650300	B9FCV3
Os04g0653000	Q7XPM8
Os04g0653200	Q6K1C4
Os04g0656100	Q7XPY2
Os04g0656500	Q7XPY1
Os04g0659100	P14655
Os04g0659500	Q7XR06
Os04g0660100	Q7XR02
Os04g0660400	Q7FAY6
Os04g0661200	Q7XQZ6
Os04g0662600	Q7XM21
Os04g0663200	Q7XM16
Os04g0663600	Q7XM13
Os04g0664400	Q8S983
Os04g0664600	Q7XPK7
Os04g0664800	Q56UD0
Os04g0664900	Q56UD1
Os04g0665200	Q0J998
Os04g0665700	Q7XPK1
Os04g0666900	Q7XPJ0
Os04g0667200	Q7XR84
Os04g0667700	Q7XR80
Os04g0669500	Q0J969
Os04g0669600	Q0J968
Os04g0669700	Q7XR62
Os04g0669800	Q7XR61
Os04g0669900	Q7XR60
Os04g0670200	P25777
Os04g0670500	Q7XR52
Os04g0670700	Q7XR51
Os04g0671100	Q7XR47
Os04g0671200	Q7XR46
Os04g0671300	Q0J954
Os04g0671800	Q0J952
Os04g0671900	Q0J951
Os04g0673300	Q7XQA6
Os04g0674400	Q7XQ97
Os04g0674600	Q0J932
Os04g0674800	Q0J930
Os04g0675500	Q7XQ88
Os04g0676100	Q7XKD0
Os04g0676300	Q7XKC8
Os04g0676600	Q7XKC5
Os04g0676650	Q7XKC4
Os04g0677066	Q7XKC0
Os04g0678700	Q7XKF3
Os04g0679100	Q7XKE9
Os04g0680400	B9FDB8
Os04g0681900	A3AYR1
Os04g0682000	Q7XPW8
Os04g0682050	Q7XPW7
Os04g0682300	Q7XPW5
Os04g0684200	B9FDE0
Os04g0684300	Q7XPU9
Os04g0686800	Q7XTL7
Os04g0687900	Q7XSV4
Os04g0690600	Q7XSS9
Os04g0691100	Q7XKA8
Os04g0691500	Q9ZST1
Os04g0691500	B9FDR3
Os04g0692600	Q0J8Q3
Os04g0693000	B9FDT1
Os05g0102800	Q75M35
Os05g0104000	Q0DLG0
Os05g0107700	Q0DLD3
Os05g0107900	Q7XBA5
Os05g0108300	Q65X23
Os05g0108800	P49100
Os05g0110500	Q0DLB9
Os05g0110900	Q65XV8
Os05g0111000	Q65XV7
Os05g0111300	A3AZ88
Os05g0111800	A3AZ89
Os05g0112000	Q65XV2
Os05g0113400	Q0DLA3
Os05g0113900	Q75L11
Os05g0116100	Q65XA0
Os05g0117600	B9FM64
Os05g0117798	Q5W7C6
Os05g0118700	Q5W7C3
Os05g0119000	Q5W7C1
Os05g0121600	Q2TQ34
Os05g0123100	Q75L84
Os05g0125000	Q6L4L4
Os05g0125500	Q75IM9
Os05g0128200	Q688R3
Os05g0128400	Q688R1
Os05g0129000	Q688Q9
Os05g0129200	P0C1U5
Os05g0129700	Q7GDL5
Os05g0131500	B9FGV7
Os05g0133100	Q6AUR2
Os05g0133900	Q6AUQ7
Os05g0134200	Q6AUQ4
Os05g0134300	Q6AVZ9
Os05g0135700	Q0DKY4
Os05g0136200	Q75L42
Os05g0137400	P42211
Os05g0138300	Q0DKW8
Os05g0139100	Q6AT90
Os05g0140500	B7FAL5
Os05g0140800	Q75KH3
Os05g0143500	Q75KK8
Os05g0143800	Q60EY1
Os05g0144400	Q60EX6
Os05g0144900	A3AZW5
Os05g0148700	Q65XF2
Os05g0149950	P0C290
Os05g0150400	Q0DKP4
Os05g0150500	Q0DKP3
Os05g0150900	P93422
Os05g0151300	Q9FRA7
Os05g0153000	Q0DKN3
Os05g0154700	B9FMJ3
Os05g0154800	Q0DKM4
Os05g0155200	Q0DKM0
Os05g0155601	Q9SLX0
Os05g0156300	Q75M08
Os05g0156500	B9FHF3
Os05g0156600	O49068
Os05g0158500	Q5W727
Os05g0158600	Q5W726
Os05g0160200	P51431
Os05g0161200	Q6ATB4
Os05g0161500	Q6ATB2
Os05g0161800	Q75IS2
Os05g0163100	Q75IR6
Os05g0164800	Q6L8F9
Os05g0169000	Q0DKF1
Os05g0169100	Q0DKF0
Os05g0169300	Q0DKE8
Os05g0170000	Q65XS5
Os05g0176100	Q6AT26
Os05g0176400	Q6AT25
Os05g0178100	Q6AT12
Os05g0178600	Q6AT10
Os05g0179300	Q0DKA5
Os05g0182600	Q65WY8
Os05g0186100	Q0DK78
Os05g0186900	P0C127
Os05g0187100	Q1WM16
Os05g0187800	Q06397
Os05g0195200	Q6L4N4
Os05g0196500	Q53WJ1
Os05g0196800	Q5I396
Os05g0197200	Q688L5
Os05g0198200	Q0DK35
Os05g0198400	Q6L8F7
Os05g0200100	Q5TKD8
Os05g0202800	A3B0Y1
Os05g0203800	Q2V0P1
Os05g0205000	Q0DK16
Os05g0207300	Q0DK10
Os05g0207500	Q60EZ2
Os05g0208100	Q60EY8
Os05g0212300	Q6L4I2
Os05g0213500	Q6I5C3
Os05g0214300	Q0DJY3
Os05g0215000	Q6I5B3
Os05g0215066	Q6I5B2
Os05g0217700	Q60E34
Os05g0217800	Q6I5W0
Os05g0221900	Q75G46
Os05g0223000	Q0DJV6
Os05g0224800	Q5KQL9
Os05g0224900	Q5KQL9
Os05g0230700	Q75GB1
Os05g0231700	Q75GA5
Os05g0235300	Q0DJS1
Os05g0235800	Q6F353
Os05g0237100	Q0DJR9
Os05g0239150	B9FJG3
Os05g0245300	Q84UT5
Os05g0246300	Q5W6Z9
Os05g0251900	Q6AVD0
Os05g0252000	Q688S6
Os05g0269500	Q5W6B9
Os05g0271300	Q6ATG6
Os05g0276500	Q40637
Os05g0277000	P0C1Y4
Os05g0277500	Q6I544
Os05g0278500	Q0DJH7
Os05g0280200	Q40723
Os05g0295300	B9FK36
Os05g0299700	Q0DJC7
Os05g0301500	Q0DJC5
Os05g0307400	Q0DJA3
Os05g0310800	Q0DJA0
Os05g0311000	Q0DJ99
Os05g0312600	Q0DJ94
Os05g0319100	Q5W6G0
Os05g0323900	Q43008
Os05g0329100	Q0DJ45
Os05g0329300	Q0DJ45
Os05g0329350	Q0DJ45
Os05g0332300	Q5W736
Os05g0333200	Q0DJ33
Os05g0333500	P0DO01
Os05g0334000	P0DO02
Os05g0334400	P0DO03
Os05g0334750	Q5KQF5
Os05g0344400	Q5W6M3
Os05g0346200	Q5W6R4
Os05g0346300	Q8LJU5
Os05g0347400	Q5W659
Os05g0349700	Q5W6H5
Os05g0349800	P46520
Os05g0351200	C7J2Z1
Os05g0352700	Q5W770
Os05g0358000	Q5W794
Os05g0358500	Q6L482
Os05g0361200	Q0DIV0
Os05g0365600	Q0DIT2
Os05g0365700	B9FHH2
Os05g0366000	Q60DY1
Os05g0366600	Q60DX8
Os05g0366800	Q6L597
Os05g0367400	Q60DX1
Os05g0367800	Q6L590
Os05g0368000	Q6L589
Os05g0370600	Q60EW9
Os05g0372100	Q6I5Q6
Os05g0374200	Q75K78
Os05g0375100	Q2KNB5
Os05g0380900	Q6L4D4
Os05g0381400	Q6L4D2
Os05g0386800	Q60E70
Os05g0387900	Q60E61
Os05g0388400	Q60E60
Os05g0389700	Q6I5Y0
Os05g0392300	P29620
Os05g0393700	Q6AU80
Os05g0395600	Q75HW2
Os05g0397900	Q75HV1
Os05g0398000	Q75HV0
Os05g0399300	Q7DNA1
Os05g0399400	Q688M5
Os05g0399700	Q7Y1Z1
Os05g0401100	Q6ATY4
Os05g0402700	P17784
Os05g0404000	Q6AUK6
Os05g0404200	Q6AUK5
Os05g0405000	Q6AVA8
Os05g0407500	Q6L545
Os05g0408200	Q6I576
Os05g0408900	O22567
Os05g0409300	Q6I570
Os05g0411300	Q6AU90
Os05g0413200	Q76FS3
Os05g0417200	Q0DI48
Os05g0419100	Q60DW3
Os05g0420600	Q0DI31
Os05g0423400	Q40703
Os05g0424700	Q60EN8
Os05g0426000	Q60EC2
Os05g0428100	Q75HQ3
Os05g0428600	Q75HQ0
Os05g0428700	Q75HP9
Os05g0436400	B9FJ61
Os05g0437900	Q75HX5
Os05g0438700	Q2RAD9
Os05g0440800	Q60DG4
Os05g0443900	Q6F2N0
Os05g0445900	B8YIE8
Os05g0446300	Q65WT0
Os05g0447200	Q688J2
Os05g0449500	Q60EH4
Os05g0451100	Q53WP9
Os05g0455500	O04226
Os05g0456500	Q0DHM7
Os05g0457200	Q65XG6
Os05g0458300	Q0DHL5
Os05g0458400	Q0DHL4
Os05g0458500	B9FJH4
Os05g0458600	P0DKK6
Os05g0459400	Q6L512
Os05g0460600	Q6L506
Os05g0461000	Q9MAX5
Os05g0461400	Q6L500
Os05g0461900	Q0DHJ5
Os05g0464100	B9FKM7
Os05g0467000	Q6I5I8
Os05g0468700	Q84KJ7
Os05g0469600	Q0DHF6
Os05g0472000	Q6ATW6
Os05g0472400	Q0DHE3
Os05g0472700	Q6L8G0
Os05g0473300	Q65WX1
Os05g0473900	Q65WW7
Os05g0476200	Q0DHC4
Os05g0476350	A3B529
Os05g0477600	Q0DHB7
Os05g0480200	Q75GM1
Os05g0481000	Q5KQI6
Os05g0481400	Q5KQI4
Os05g0482400	Q5KQH7
Os05g0488800	Q6AVN2
Os05g0489600	P51823
Os05g0489900	Q6AVM3
Os05g0491000	Q6F334
Os05g0491100	Q6F332
Os05g0491900	B9FKW9
Os05g0493500	Q0DH40
Os05g0494200	P20907
Os05g0495600	Q65X71
Os05g0495700	Q65X70
Os05g0497500	Q75K81
Os05g0498300	Q6L4V0
Os05g0499100	P29835
Os05g0499300	P37834
Os05g0500500	Q6AUW3
Os05g0500900	Q60EJ6
Os05g0503000	Q60EA5
Os05g0510800	Q6L538
Os05g0511500	Q6L534
Os05g0513800	Q68Y52
Os05g0514200	Q68Y49
Os05g0514300	Q68Y48
Os05g0515400	Q0DGS1
Os05g0519700	Q6F2Y7
Os05g0519900	Q6F2Z1
Os05g0521300	B9FL70
Os05g0521300	Q6F303
Os05g0522500	Q5W676
Os05g0523300	Q5W670
Os05g0525900	Q65X92
Os05g0530400	Q93VB5
Os05g0530500	Q852Q2
Os05g0532600	Q2KNB9
Os05g0533500	Q0DGG8
Os05g0534400	Q75KU4
Os05g0536200	Q6L5I5
Os05g0537400	Q6L5H6
Os05g0539400	Q0DGD7
Os05g0539700	Q53WK4
Os05g0540000	Q53WK1
Os05g0540100	Q9SXQ6
Os05g0541200	Q5TKP8
Os05g0541400	A0A0P0WQ90
Os05g0541750	A9UGV7
Os05g0542500	P0C5A4
Os05g0549800	Q6L4H4
Os05g0552300	Q6L4F8
Os05g0552500	Q6AUC6
Os05g0553000	Q01859
Os05g0554400	Q6I628
Os05g0555600	Q0DG35
Os05g0557000	P0DKK2
Os05g0558800	Q6AT41
Os05g0559400	Q6AT33
Os05g0559600	Q6AT32
Os05g0560000	Q0DG05
Os05g0560400	Q688Y7
Os05g0562200	Q688X9
Os05g0563400	Q8S985
Os05g0563900	P0C291
Os05g0564200	Q6AUG0
Os05g0564500	A3B6V0
Os05g0565200	Q6AUF3
Os05g0566400	Q67C40
Os05g0567100	Q42456
Os05g0567300	B9FI63
Os05g0571100	Q65XL5
Os05g0572700	Q65XK7
Os05g0573500	Q60EQ4
Os05g0573500	Q65XK1
Os05g0573700	Q65XK0
Os05g0574000	Q6F358
Os05g0574100	Q6F357
Os05g0574300	Q6F362
Os05g0574500	Q7GD79
Os05g0576300	Q6L5G1
Os05g0576800	Q6L5F7
Os05g0576900	Q6L5F6
Os05g0577200	Q6L5F5
Os05g0577500	Q6L5F4
Os05g0578900	Q6L5E5
Os05g0579300	Q688U3
Os05g0580000	Q688T8
Os05g0582300	Q75HZ9
Os05g0582400	Q6L5D4
Os05g0583200	Q75HY5
Os05g0585400	Q6I588
Os05g0585500	Q6I587
Os05g0586200	Q6I581
Os05g0587100	Q6L5C4
Os05g0588500	Q6L568
Os05g0591600	Q0DFG8
Os05g0591900	Q6L4S3
Os05g0592400	Q6L4S0
Os05g0592800	Q6L4R7
Os05g0594200	Q5TKG3
Os05g0595100	Q8LNZ3
Os06g0101600	Q0DFC9
Os06g0102100	Q5VRI5
Os06g0102700	Q5VRH9
Os06g0103300	Q5VRH4
Os06g0105500	Q5VS72
Os06g0107700	P41344
Os06g0107800	Q5VS55
Os06g0108600	Q4PR49
Os06g0109600	Q5VRN0
Os06g0110000	Q5VRM7
Os06g0111500	Q9LI00
Os06g0111800	Q9LHZ7
Os06g0112300	Q9LHY9
Os06g0115300	Q5VRM0
Os06g0115400	Q5VRL3
Os06g0115600	A9XMT5
Os06g0116200	Q6AWY4
Os06g0124900	Q0DF13
Os06g0125132	Q5VS45
Os06g0127000	Q5VRJ8
Os06g0127100	Q9LWV3
Os06g0127800	Q9LWU9
Os06g0128200	Q658I5
Os06g0128700	Q4JHE0
Os06g0129400	Q658H5
Os06g0130600	Q5VSA8
Os06g0130900	Q0JCT1
Os06g0131300	Q9SNN0
Os06g0133000	Q0DEV5
Os06g0134000	P35686
Os06g0135900	Q5VNU3
Os06g0137100	Q5VQ09
Os06g0138100	Q5VPG8
Os06g0140400	Q5VPE5
Os06g0140700	Q5VPE3
Os06g0142600	Q9SNQ6
Os06g0142800	Q9SNQ2
Os06g0143000	Q5VSB7
Os06g0143900	Q5VQ78
Os06g0144800	Q5VQ69
Os06g0149400	Q5VND6
Os06g0152100	Q5VMJ3
Os06g0154200	Q5VMP0
Os06g0154500	Q84UI5
Os06g0157500	Q8VWH2
Os06g0157700	Q93WI9
Os06g0159501	Q2RAD9
Os06g0160001	Q2RAD9
Os06g0160100	Q2RAD9
Os06g0160700	Q0DEC8
Os06g0162800	Q0DEB8
Os06g0163000	Q5WA76
Os06g0163400	Q5WA72
Os06g0165600	Q6J1A5
Os06g0166500	Q5VRR0
Os06g0167600	Q5VRG3
Os06g0169100	P0C5C6
Os06g0170500	Q5SNN4
Os06g0171800	Q5SNL7
Os06g0172200	Q5SND2
Os06g0176000	P0DKK3
Os06g0177100	P0DKK4
Os06g0179700	Q5SMK6
Os06g0181566	Q5SMI4
Os06g0183100	Q5SML5
Os06g0183200	Q5SML4
Os06g0184900	Q5SMM8
Os06g0185300	Q5SMQ0
Os06g0185500	Q5SMM6
Os06g0187000	Q5SMU7
Os06g0187900	Q69KL9
Os06g0192600	P0DKK0
Os06g0194400	Q69V36
Os06g0194900	P30298
Os06g0196300	P0C5D5
Os06g0196700	A3B9A0
Os06g0199500	Q69K55
Os06g0204800	Q6AWY7
Os06g0205000	Q69NP0
Os06g0206700	B9FS33
Os06g0207000	Q69TF4
Os06g0208100	Q69T58
Os06g0208800	Q69T51
Os06g0211200	Q69TW5
Os06g0213700	Q283L3
Os06g0215500	Q69TI2
Os06g0215600	Q69TI0
Os06g0215900	Q69TH8
Os06g0216000	Q69TH6
Os06g0216200	Q69TH4
Os06g0216300	Q84QK0
Os06g0217300	Q69TG5
Os06g0217600	B9FS74
Os06g0217900	Q69QB8
Os06g0218000	Q69QB5
Os06g0218500	Q69QA6
Os06g0219500	Q67X83
Os06g0220800	Q67VZ8
Os06g0222100	Q0DDI1
Os06g0224100	Q67UI2
Os06g0225300	Q67X31
Os06g0225800	Q5NTH3
Os06g0226500	Q0DDF6
Os06g0228200	Q67WJ8
Os06g0229066	Q67WJ2
Os06g0229300	Q8H991
Os06g0229800	Q0DDE3
Os06g0230100	Q67X45
Os06g0231050	Q67X40
Os06g0232300	Q67UL3
Os06g0232600	Q67UK9
Os06g0234200	Q67VP4
Os06g0236600	Q67V81
Os06g0236900	Q67V78
Os06g0237200	Q67VC8
Os06g0240050	Q67VD7
Os06g0245800	B9FSH5
Os06g0246500	Q654V6
Os06g0247900	Q654U4
Os06g0250600	Q653P0
Os06g0251700	Q653N3
Os06g0253100	Q652V8
Os06g0254200	Q652U9
Os06g0256500	P42863
Os06g0256900	Q652F9
Os06g0265000	Q43011
Os06g0265400	Q5Z6N9
Os06g0270200	Q5Z6K9
Os06g0274500	Q9FP13
Os06g0275000	Q9FDX8
Os06g0275500	Q5VN06
Os06g0281800	Q5VN46
Os06g0288300	Q5VMI0
Os06g0291600	Q0DCT8
Os06g0301000	Q5Z880
Os06g0302000	Q5Z5C9
Os06g0311600	Q0DCM5
Os06g0318700	Q5ZA07
Os06g0320000	Q5Z9Z3
Os06g0320200	Q5Z9Z0
Os06g0324800	Q8H6G7
Os06g0325200	Q69T94
Os06g0327300	Q69PS6
Os06g0334400	Q5Z754
Os06g0335500	Q5Z749
Os06g0336200	Q5Z6F0
Os06g0336500	Q5Z6E5
Os06g0342100	P49964
Os06g0348800	Q5Z5I4
Os06g0355300	Q69TU6
Os06g0358800	Q69KJ0
Os06g0367900	Q5VN19
Os06g0472000	Q0DC89
Os06g0486300	Q0DC45
Os06g0486800	Q9SXP2
Os06g0486900	Q67U69
Os06g0489200	Q67VW6
Os06g0493600	Q651J5
Os06g0498800	Q656A5
Os06g0499500	Q654M1
Os06g0508700	Q9ZTS1
Os06g0519400	Q0DBW8
Os06g0520600	Q5Z5Q3
Os06g0523400	Q654D9
Os06g0526600	Q0DBU5
Os06g0526700	Q652Z7
Os06g0526800	Q0DBU3
Os06g0530400	Q5Z6B6
Os06g0530700	Q5Z6B1
Os06g0535100	Q0DBS1
Os06g0535400	Q5Z5F2
Os06g0543400	Q5Z6X0
Os06g0547900	Q5Z7J0
Os06g0551400	P40393
Os06g0552300	Q5Z9E5
Os06g0552700	Q5Z9E2
Os06g0553100	Q0DBL6
Os06g0554700	B9FTR1
Os06g0554800	Q5Z9S8
Os06g0560000	Q5Z922
Os06g0561000	Q5Z8T3
Os06g0562200	Q5Z8S0
Os06g0563300	Q5Z8Z7
Os06g0563900	A0A0P0WY03
Os06g0565200	Q5Z6A4
Os06g0566300	Q5Z653
Os06g0568600	Q5Z5S6
Os06g0569500	Q0DBF4
Os06g0569900	Q5Z5R7
Os06g0570100	Q5Z5R4
Os06g0570600	C7J3A2
Os06g0571400	Q5Z627
Os06g0572300	Q5Z620
Os06g0573600	Q5Z7L0
Os06g0574500	Q0DBD3
Os06g0583400	Q7Y0Y8
Os06g0594600	Q69UE6
Os06g0595800	Q69UD7
Os06g0597000	Q69VE0
Os06g0597200	Q69VD9
Os06g0597400	Q69VD5
Os06g0599200	Q69X58
Os06g0600301	Q69XM7
Os06g0600400	Q69XM6
Os06g0600550	Q69XK5
Os06g0602400	Q0DB53
Os06g0603000	Q69XJ4
Os06g0603600	Q69XJ0
Os06g0604400	P93844
Os06g0606000	Q69Q47
Os06g0610300	Q84MM9
Os06g0611700	B9FU45
Os06g0612800	A3BDI8
Os06g0614000	Q69T22
Os06g0614100	Q69T21
Os06g0617800	Q69XQ6
Os06g0618100	Q69XQ3
Os06g0621900	Q69XV9
Os06g0622700	Q69XV0
Os06g0625400	Q69TY5
Os06g0625500	Q69TY4
Os06g0625700	Q67VS7
Os06g0625900	Q67VS5
Os06g0626700	Q67VR7
Os06g0628500	Q67VU7
Os06g0632500	Q67VL7
Os06g0633300	Q0DAS9
Os06g0638700	Q67WE2
Os06g0639200	A0A0N7KMH0
Os06g0643100	Q9LST7
Os06g0643300	Q84VG1
Os06g0643700	B7F9G7
Os06g0643800	Q67WN8
Os06g0644800	Q67WM9
Os06g0645700	Q67W65
Os06g0646600	Q94LW4
Os06g0646900	Q0DAK7
Os06g0647200	Q67W50
Os06g0649000	Q0DAJ3
Os06g0650100	P0C031
Os06g0650800	Q67UQ7
Os06g0651600	Q67UP9
Os06g0652300	Q67WR5
Os06g0652400	Q67WR2
Os06g0653000	Q67WQ7
Os06g0654300	A3BE68
Os06g0656300	Q67W83
Os06g0656500	Q67W82
Os06g0658900	B7FA90
Os06g0659100	Q0DAE8
Os06g0659300	Q67U26
Os06g0659500	Q0DAE4
Os06g0660200	Q651V6
Os06g0661800	Q651U1
Os06g0662200	Q654B3
Os06g0662900	P83466
Os06g0663500	Q653Z5
Os06g0665500	Q655X8
Os06g0665800	A0A0P0X004
Os06g0665900	Q655X0
Os06g0667100	Q655V5
Os06g0667200	Q655V4
Os06g0669400	Q655S1
Os06g0670000	Q655R6
Os06g0671000	Q652J4
Os06g0671900	Q40665
Os06g0672400	Q652I1
Os06g0675700	Q653V7
Os06g0676000	Q653V6
Os06g0677700	Q0DA50
Os06g0677800	Q653U3
Os06g0678200	Q653T6
Os06g0683300	Q0DA21
Os06g0685700	Q653H7
Os06g0687900	Q653F4
Os06g0691400	Q5Z678
Os06g0691600	Q5Z676
Os06g0693300	Q5Z8L1
Os06g0694000	Q5Z8K3
Os06g0695800	Q0D9V6
Os06g0697200	Q5Z6G5
Os06g0698200	Q5Z6F6
Os06g0698300	Q5Z6F5
Os06g0698900	Q5Z4U5
Os06g0699400	Q5Z859
Os06g0699700	Q5Z856
Os06g0700700	A3BF39
Os06g0701100	P35683
Os06g0701200	Q5Z8Y4
Os06g0701400	P56724
Os06g0701600	Q8L4K5
Os06g0701700	Q0D9S3
Os06g0702600	Q0D9R7
Os06g0703500	Q5Z818
Os06g0704300	Q5Z807
Os06g0704600	Q5Z8V9
Os06g0704800	Q5Z8V7
Os06g0707000	Q5Z8T8
Os06g0708000	Q5Z9J0
Os06g0708100	Q5Z9I2
Os06g0712700	Q944S9
Os06g0713800	Q0D9J1
Os06g0715300	Q5Z9P8
Os06g0717200	Q5Z9N5
Os06g0717400	Q5Z8P2
Os06g0717800	Q5Z8P0
Os06g0718100	Q4PR39
Os06g0718300	Q5Z8N6
Os06g0724700	Q5Z987
Os06g0725300	Q5Z980
Os06g0725900	Q5Z974
Os06g0726100	P24626
Os06g0726200	Q42993
Os06g0726400	Q01401
Os06g0726800	Q0D9C7
Os06g0727200	Q0D9C4
Os06g0729000	Q5Z5B7
Os06g0729300	Q5Z5B2
Os06g0729500	Q5Z5A8
Os06g0730900	Q5Z413
Os06g0731800	Q5Z402
Os07g0100200	Q69LA6
Os07g0101000	Q69L99
Os07g0101500	Q69L93
Os07g0102100	Q69L87
Os07g0103200	Q8LH03
Os07g0103500	Q8LGZ9
Os07g0105700	A3BFT0
Os07g0106200	Q7EZD7
Os07g0108800	Q8LIN5
Os07g0108900	Q6Q9I2
Os07g0114000	Q7XHN8
Os07g0124100	Q9AR88
Os07g0124700	Q84Z02
Os07g0124750	Q84Z01
Os07g0129700	O80416
Os07g0134800	Q6ZDY8
Os07g0138400	Q8GW05
Os07g0139000	Q8GVZ8
Os07g0139300	Q8GVZ6
Os07g0139400	Q8H930
Os07g0143700	Q0D8N0
Os07g0144500	Q8H5D4
Os07g0147900	O23877
Os07g0150700	Q6ZLP5
Os07g0151100	Q7XIZ1
Os07g0152900	Q6YT73
Os07g0153000	Q69NY7
Os07g0154100	Q69NX5
Os07g0155600	Q0D8I9
Os07g0160100	Q7XIM7
Os07g0161600	Q7XIM0
Os07g0167100	Q0D8D4
Os07g0168000	Q69LE7
Os07g0168800	Q7Y1W9
Os07g0169100	P0C282
Os07g0169500	Q69LE0
Os07g0169700	Q69LD8
Os07g0175400	Q8H569
Os07g0176600	Q6ZEZ5
Os07g0178600	Q6VBB2
Os07g0179300	Q6ZLD3
Os07g0179400	Q6ZLC4
Os07g0182000	Q6ZLB0
Os07g0182400	Q6ZL57
Os07g0182900	B1Q3J6
Os07g0183100	A3BH85
Os07g0183200	Q8H507
Os07g0183350	Q8H506
Os07g0183700	A3BH91
Os07g0184300	P31674
Os07g0184900	Q7F1M0
Os07g0185000	Q0D847
Os07g0186000	Q0D840
Os07g0187200	Q7XI14
Os07g0188000	Q6Z4F1
